,genelength,GCcontent,Gcontent,Acontent
Zm00001eb440740_T001,789,58.808618504436,27.249683143219265,17.110266159695815
Zm00001eb440670_T001,1239,49.23325262308313,28.24858757062147,29.782082324455207
Zm00001eb440730_T001,471,71.76220806794055,35.45647558386412,16.348195329087048
Zm00001eb440680_T001,717,64.99302649930266,33.61227336122734,16.875871687587168
Zm00001eb441490_T002,2409,63.51183063511831,32.7936903279369,19.302615193026153
Zm00001eb442330_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb442320_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb440420_T001,366,58.7431693989071,26.775956284153008,21.311475409836063
Zm00001eb440440_T001,687,64.48326055312955,30.71324599708879,20.96069868995633
Zm00001eb440400_T001,843,63.22657176749703,29.062870699881376,21.945432977461447
Zm00001eb440430_T001,297,77.10437710437711,43.09764309764309,13.468013468013467
Zm00001eb440410_T001,582,67.18213058419244,30.240549828178693,17.525773195876287
Zm00001eb441060_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441070_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441100_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441090_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441080_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441050_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb441040_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb442820_T001,1737,48.12895797351756,26.540011514104776,27.058146229130685
Zm00001eb442810_T001,561,72.19251336898395,30.124777183600713,12.121212121212121
Zm00001eb442830_T001,426,44.13145539906103,23.943661971830984,26.995305164319248
Zm00001eb439100_T001,522,73.37164750957854,33.90804597701149,13.026819923371647
Zm00001eb439180_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439130_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439160_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439170_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439110_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439140_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439150_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb439120_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb442130_T001,471,39.70276008492569,21.86836518046709,37.15498938428875
Zm00001eb440930_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb440950_T001,273,75.45787545787546,36.63003663003663,11.355311355311356
Zm00001eb440920_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb440940_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb442270_T002,1140,56.49122807017544,24.736842105263158,21.31578947368421
Zm00001eb442280_T001,1899,47.55134281200632,26.908899420747762,24.749868351764086
Zm00001eb442260_T001,171,58.47953216374269,30.409356725146196,22.22222222222222
Zm00001eb442290_T001,459,43.57298474945534,22.440087145969496,24.836601307189543
Zm00001eb442940_T001,546,72.7106227106227,42.49084249084249,16.483516483516482
Zm00001eb435840_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435900_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb436000_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435970_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435960_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435920_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435930_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435950_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435940_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435910_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435850_T001,384,52.083333333333336,23.4375,24.739583333333336
Zm00001eb435980_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435860_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435880_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb435890_T001,231,77.05627705627705,36.79653679653679,9.956709956709958
Zm00001eb442900_T001,321,60.43613707165109,28.971962616822427,15.57632398753894
Zm00001eb443000_T001,498,46.1847389558233,28.313253012048197,30.923694779116467
Zm00001eb442990_T001,1062,42.090395480225986,21.84557438794727,22.598870056497177
Zm00001eb440820_T001,1164,40.20618556701031,20.36082474226804,22.422680412371136
Zm00001eb435220_T001,606,37.29372937293729,19.306930693069308,34.32343234323432
Zm00001eb435330_T001,363,34.710743801652896,15.977961432506888,26.72176308539945
Zm00001eb435300_T001,747,42.704149933065594,25.0334672021419,21.954484605087014
Zm00001eb435190_T001,1116,42.92114695340502,23.655913978494624,28.763440860215056
Zm00001eb435480_T001,1785,36.246498599439775,18.935574229691877,32.94117647058823
Zm00001eb435430_T001,387,44.96124031007752,23.51421188630491,26.098191214470283
Zm00001eb435290_T001,444,34.45945945945946,19.144144144144143,28.153153153153156
Zm00001eb435170_T001,819,40.78144078144078,21.978021978021978,31.257631257631257
Zm00001eb435160_T001,513,31.968810916179336,12.475633528265107,38.59649122807017
Zm00001eb435310_T001,1062,43.87947269303202,22.88135593220339,21.75141242937853
Zm00001eb435390_T001,1452,43.388429752066116,24.449035812672175,28.236914600550968
Zm00001eb435380_T002,963,40.39460020768432,22.01453790238837,30.529595015576323
Zm00001eb435370_T001,651,42.857142857142854,24.270353302611365,28.878648233486942
Zm00001eb435270_T001,1785,36.246498599439775,18.935574229691877,32.94117647058823
Zm00001eb435200_T001,414,41.06280193236715,23.18840579710145,32.367149758454104
Zm00001eb435140_T001,459,38.77995642701525,21.350762527233115,33.769063180827885
Zm00001eb435260_T001,381,36.48293963254593,21.784776902887142,34.90813648293963
Zm00001eb435230_T001,387,44.96124031007752,23.51421188630491,26.098191214470283
Zm00001eb435280_T001,348,40.804597701149426,23.563218390804597,34.195402298850574
Zm00001eb435350_T001,498,46.1847389558233,28.313253012048197,30.923694779116467
Zm00001eb435150_T001,651,42.857142857142854,24.270353302611365,28.878648233486942
Zm00001eb435210_T001,684,39.32748538011696,18.567251461988306,30.263157894736842
Zm00001eb435340_T001,1062,42.090395480225986,21.84557438794727,22.598870056497177
Zm00001eb435180_T001,1452,43.388429752066116,24.449035812672175,28.236914600550968
Zm00001eb435460_T001,744,37.903225806451616,18.682795698924732,27.688172043010752
Zm00001eb435470_T001,381,36.48293963254593,21.784776902887142,34.90813648293963
Zm00001eb435440_T001,2205,41.49659863945578,21.8140589569161,24.94331065759637
Zm00001eb435420_T001,606,37.29372937293729,19.306930693069308,34.32343234323432
Zm00001eb435250_T001,744,37.903225806451616,18.682795698924732,27.688172043010752
Zm00001eb435360_T001,459,38.77995642701525,21.350762527233115,33.769063180827885
Zm00001eb435400_T001,414,41.06280193236715,23.18840579710145,32.367149758454104
Zm00001eb435410_T001,561,40.998217468805706,20.32085561497326,29.233511586452764
Zm00001eb435450_T001,1524,42.25721784776903,22.440944881889763,30.839895013123357
Zm00001eb442540_T001,1179,40.28837998303647,20.525869380831214,22.307039864291774
Zm00001eb442890_T001,372,49.73118279569893,22.58064516129032,26.881720430107524
Zm00001eb440800_T001,1338,40.20926756352765,21.599402092675636,25.85949177877429
Zm00001eb440810_T001,1524,42.25721784776903,22.440944881889763,30.839895013123357
Zm00001eb440780_T001,528,32.38636363636363,16.477272727272727,43.93939393939394
Zm00001eb440790_T001,1452,43.388429752066116,24.449035812672175,28.236914600550968
Zm00001eb352800_T001,849,45.22968197879859,24.263839811542994,25.795053003533567
Zm00001eb348520_T001,675,64.0,29.48148148148148,21.185185185185183
Zm00001eb353450_T004,969,59.339525283797734,26.522187822497422,19.607843137254903
Zm00001eb367900_T002,1755,66.49572649572649,27.97720797720798,17.54985754985755
Zm00001eb367380_T001,426,40.845070422535215,20.89201877934272,32.629107981220656
Zm00001eb361680_T001,870,64.48275862068965,29.195402298850574,19.195402298850574
Zm00001eb340720_T001,2172,44.98158379373849,25.41436464088398,28.084714548802946
Zm00001eb345760_T001,558,49.82078853046595,27.24014336917563,29.03225806451613
Zm00001eb339610_T001,330,49.09090909090909,28.484848484848484,25.151515151515152
Zm00001eb334770_T002,1938,68.83384932920536,35.96491228070175,16.46026831785346
Zm00001eb347640_T001,465,56.774193548387096,29.03225806451613,16.7741935483871
Zm00001eb352220_T001,939,60.17039403620873,32.481363152289674,22.364217252396166
Zm00001eb337340_T001,1683,67.67676767676768,36.957813428401664,18.062982768865123
Zm00001eb340610_T001,570,64.03508771929825,25.263157894736842,14.912280701754385
Zm00001eb340210_T001,366,40.16393442622951,22.131147540983605,27.322404371584703
Zm00001eb361170_T001,1332,71.47147147147147,36.03603603603604,13.88888888888889
Zm00001eb339480_T001,1011,51.038575667655785,26.904055390702275,27.398615232443124
Zm00001eb339970_T001,789,68.44106463878326,31.05196451204056,16.603295310519645
Zm00001eb334150_T001,2070,48.59903381642512,22.07729468599034,26.763285024154587
Zm00001eb343440_T001,1065,78.59154929577464,45.539906103286384,9.859154929577464
Zm00001eb348440_T001,648,49.2283950617284,25.308641975308642,24.537037037037038
Zm00001eb332810_T001,2823,53.77258235919234,29.436769394261425,25.363088912504427
Zm00001eb342150_T001,1053,65.33713200379867,42.16524216524217,19.753086419753085
Zm00001eb350300_T001,651,71.58218125960062,30.107526881720432,11.52073732718894
Zm00001eb352740_T001,1065,69.01408450704226,36.33802816901409,15.868544600938966
Zm00001eb360780_T002,327,64.83180428134557,20.795107033639145,13.149847094801222
Zm00001eb357630_T001,405,59.25925925925925,34.32098765432099,21.975308641975307
Zm00001eb361130_T001,552,56.52173913043478,34.23913043478261,25.724637681159418
Zm00001eb341150_T001,2388,43.92797319932998,24.455611390284755,31.825795644891127
Zm00001eb364730_T002,1284,49.610591900311526,23.442367601246104,25.46728971962617
Zm00001eb335290_T001,555,72.43243243243244,21.44144144144144,11.351351351351353
Zm00001eb337300_T001,1431,61.56533892382949,32.914046121593294,19.07756813417191
Zm00001eb361730_T001,486,47.53086419753087,20.98765432098765,30.246913580246915
Zm00001eb344750_T001,3078,45.67901234567901,23.489278752436647,28.492527615334634
Zm00001eb360370_T001,588,68.70748299319727,35.374149659863946,18.537414965986397
Zm00001eb344440_T012,339,56.04719764011799,33.6283185840708,21.828908554572273
Zm00001eb339310_T001,1314,47.64079147640791,24.733637747336378,27.54946727549467
Zm00001eb357940_T001,213,60.093896713615024,30.046948356807512,21.12676056338028
Zm00001eb349970_T001,768,66.53645833333334,26.432291666666668,15.625
Zm00001eb369210_T001,750,48.266666666666666,29.46666666666667,25.733333333333334
Zm00001eb332490_T001,417,62.35011990407674,23.741007194244602,14.86810551558753
Zm00001eb346490_T001,207,55.55555555555556,28.019323671497588,24.637681159420293
Zm00001eb349870_T001,654,62.84403669724771,31.804281345565748,18.501529051987767
Zm00001eb365910_T001,333,58.55855855855856,18.31831831831832,19.81981981981982
Zm00001eb362640_T001,1110,62.07207207207207,33.33333333333333,22.432432432432435
Zm00001eb371000_T001,1302,51.536098310291855,27.265745007680493,27.035330261136714
Zm00001eb353940_T003,1965,46.666666666666664,25.80152671755725,26.361323155216287
Zm00001eb358060_T003,759,60.47430830039525,32.54281949934124,23.3201581027668
Zm00001eb341730_T001,861,40.30197444831592,20.905923344947734,37.97909407665505
Zm00001eb371180_T001,327,54.43425076452599,25.076452599388375,24.770642201834864
Zm00001eb358440_T001,2052,69.20077972709552,36.35477582846004,17.690058479532166
Zm00001eb353590_T002,981,46.48318042813456,26.809378185524974,29.96941896024465
Zm00001eb346500_T001,1410,59.00709219858156,24.397163120567374,18.368794326241133
Zm00001eb352200_T001,345,44.34782608695652,21.15942028985507,26.3768115942029
Zm00001eb342780_T001,657,64.9923896499239,34.70319634703196,19.63470319634703
Zm00001eb366190_T001,1668,67.80575539568345,35.37170263788969,17.86570743405276
Zm00001eb334280_T001,3057,42.983316977428856,24.33758586849853,31.305201177625126
Zm00001eb355030_T006,957,63.63636363636363,30.094043887147336,16.509926854754443
Zm00001eb353340_T001,1809,53.233830845771145,27.805417357656165,24.156992813709234
Zm00001eb341010_T002,2433,57.45992601726264,29.017673653925197,19.441019317714755
Zm00001eb340100_T001,381,65.87926509186352,22.57217847769029,13.910761154855644
Zm00001eb334790_T001,2865,46.910994764397905,25.20069808027923,27.43455497382199
Zm00001eb336540_T001,366,67.75956284153006,35.51912568306011,17.21311475409836
Zm00001eb356530_T001,855,57.54385964912281,28.18713450292398,20.818713450292396
Zm00001eb334120_T001,825,51.030303030303024,25.454545454545453,23.272727272727273
Zm00001eb353310_T001,501,66.46706586826348,26.94610778443114,11.57684630738523
Zm00001eb362980_T001,384,45.57291666666667,22.395833333333336,25.78125
Zm00001eb335810_T001,609,60.09852216748769,27.750410509031198,21.182266009852217
Zm00001eb356860_T003,840,49.88095238095238,26.666666666666668,26.071428571428573
Zm00001eb334930_T001,1014,68.83629191321499,38.75739644970414,16.370808678500985
Zm00001eb366630_T001,999,64.16416416416416,29.22922922922923,16.416416416416414
Zm00001eb333250_T001,567,50.264550264550266,23.28042328042328,24.514991181657848
Zm00001eb354720_T003,2103,52.211126961483586,28.292914883499765,25.297194484070374
Zm00001eb341810_T001,417,61.87050359712231,37.170263788968825,16.546762589928058
Zm00001eb366710_T001,633,52.13270142180095,27.014218009478675,25.59241706161137
Zm00001eb336690_T001,477,58.700209643605874,32.494758909853246,22.641509433962266
Zm00001eb361670_T001,1014,49.21104536489152,26.528599605522686,23.57001972386588
Zm00001eb370540_T001,1554,57.46460746460747,28.635778635778635,21.685971685971687
Zm00001eb346330_T001,450,43.333333333333336,26.0,30.666666666666664
Zm00001eb352340_T001,459,70.37037037037037,39.433551198257085,17.429193899782135
Zm00001eb342970_T002,2265,48.56512141280353,24.812362030905078,29.933774834437088
Zm00001eb352820_T001,1239,62.55044390637611,29.055690072639223,16.38418079096045
Zm00001eb333920_T001,693,54.40115440115441,27.27272727272727,23.809523809523807
Zm00001eb361350_T003,1002,53.59281437125748,24.451097804391217,22.45508982035928
Zm00001eb345970_T003,888,48.873873873873876,22.2972972972973,23.423423423423422
Zm00001eb346720_T001,282,70.56737588652481,39.71631205673759,14.539007092198581
Zm00001eb367510_T001,684,67.54385964912281,33.62573099415205,16.228070175438596
Zm00001eb334860_T001,210,62.857142857142854,30.476190476190478,17.142857142857142
Zm00001eb339080_T002,2541,47.06808343171979,25.14757969303424,29.59464777646596
Zm00001eb353850_T001,1542,61.673151750972764,33.33333333333333,20.428015564202333
Zm00001eb343940_T001,534,40.823970037453186,26.779026217228463,31.835205992509362
Zm00001eb361660_T001,1560,56.41025641025641,28.846153846153843,23.846153846153847
Zm00001eb356650_T002,3552,44.62274774774775,26.15427927927928,30.43355855855856
Zm00001eb335680_T001,405,57.77777777777777,29.1358024691358,25.432098765432098
Zm00001eb356360_T005,1281,48.55581576893052,25.76112412177986,24.98048399687744
Zm00001eb341540_T009,1533,40.834964122635355,19.89562948467058,27.65818656229615
Zm00001eb342570_T001,501,49.101796407185624,23.353293413173652,27.744510978043913
Zm00001eb342600_T001,393,59.28753180661578,33.078880407124686,18.3206106870229
Zm00001eb339510_T001,1314,65.220700152207,31.43074581430746,18.87366818873668
Zm00001eb348790_T001,552,65.39855072463769,38.04347826086957,25.543478260869566
Zm00001eb360340_T002,888,48.986486486486484,27.25225225225225,29.166666666666668
Zm00001eb337450_T001,1137,74.75813544415128,35.00439753737907,12.401055408970976
Zm00001eb352960_T001,690,50.0,23.6231884057971,23.18840579710145
Zm00001eb357320_T001,534,52.80898876404494,22.47191011235955,27.902621722846444
Zm00001eb346130_T001,1071,53.408029878618116,27.824463118580766,23.436041083099905
Zm00001eb348110_T005,1806,62.01550387596899,32.33665559246955,21.982281284606866
Zm00001eb338920_T001,2406,63.54945968412302,32.9592684954281,17.913549459684123
Zm00001eb335020_T001,504,68.05555555555556,30.952380952380953,16.071428571428573
Zm00001eb357190_T001,648,41.82098765432099,21.91358024691358,28.549382716049383
Zm00001eb369520_T001,1122,69.07308377896612,34.046345811051694,16.93404634581105
Zm00001eb355570_T001,1083,70.17543859649122,33.33333333333333,14.312096029547552
Zm00001eb353640_T001,1395,64.44444444444444,32.25806451612903,18.42293906810036
Zm00001eb345900_T001,1065,46.19718309859155,22.44131455399061,22.44131455399061
Zm00001eb358880_T001,474,67.29957805907173,32.91139240506329,20.464135021097047
Zm00001eb358380_T001,2307,51.842219332466414,28.175119202427396,25.444299956653666
Zm00001eb364210_T002,1332,49.249249249249246,25.375375375375377,25.0
Zm00001eb343590_T001,462,50.0,23.809523809523807,27.92207792207792
Zm00001eb334310_T001,1008,59.72222222222222,30.456349206349202,24.206349206349206
Zm00001eb352030_T003,504,62.698412698412696,28.57142857142857,20.634920634920633
Zm00001eb370830_T001,522,56.513409961685824,29.118773946360154,24.32950191570881
Zm00001eb340510_T001,405,49.876543209876544,26.172839506172842,26.666666666666668
Zm00001eb356750_T001,381,54.59317585301837,29.658792650918635,23.88451443569554
Zm00001eb338220_T001,1029,75.12147716229349,36.9290573372206,11.758989310009719
Zm00001eb334240_T001,2739,55.38517707192406,28.952172325666304,24.242424242424242
Zm00001eb357410_T001,987,45.79533941236069,25.835866261398177,33.63728470111449
Zm00001eb332820_T003,993,62.839879154078545,27.794561933534744,18.52970795568983
Zm00001eb352460_T001,696,58.90804597701149,28.448275862068968,17.67241379310345
Zm00001eb360350_T001,1221,52.98935298935299,29.484029484029485,23.669123669123667
Zm00001eb360240_T001,2061,49.49053857350801,26.78311499272198,24.696749150897624
Zm00001eb334810_T001,738,59.2140921409214,28.72628726287263,19.51219512195122
Zm00001eb355000_T001,501,71.6566866267465,29.141716566866265,10.978043912175648
Zm00001eb357060_T001,507,54.24063116370809,25.2465483234714,27.021696252465482
Zm00001eb342640_T001,393,47.32824427480916,26.717557251908396,34.86005089058524
Zm00001eb371130_T001,1833,41.843971631205676,23.895253682487724,33.224222585924714
Zm00001eb352710_T003,1506,64.47543160690572,34.66135458167331,17.99468791500664
Zm00001eb355690_T001,1185,64.0506329113924,32.91139240506329,19.831223628691983
Zm00001eb351740_T001,2043,46.20655898188938,23.88644150758688,26.57856093979442
Zm00001eb370840_T001,390,41.794871794871796,22.30769230769231,32.05128205128205
Zm00001eb336530_T001,1593,71.12366603892028,34.65160075329567,15.191462649089768
Zm00001eb346320_T001,1131,54.19982316534041,26.790450928381965,22.988505747126435
Zm00001eb342470_T001,402,59.70149253731343,31.343283582089555,22.388059701492537
Zm00001eb365360_T001,1140,71.05263157894737,37.368421052631575,14.912280701754385
Zm00001eb343970_T002,1251,47.482014388489205,27.977617905675462,28.297362110311752
Zm00001eb365800_T001,705,51.205673758865245,27.94326241134752,26.95035460992908
Zm00001eb348600_T001,660,53.63636363636364,27.27272727272727,23.03030303030303
Zm00001eb369780_T001,786,65.64885496183206,30.788804071246815,16.921119592875318
Zm00001eb348500_T004,1473,58.11269517990496,31.50033944331297,23.35369993211134
Zm00001eb354170_T002,2235,44.0268456375839,25.4586129753915,29.53020134228188
Zm00001eb353250_T001,528,48.29545454545455,24.242424242424242,27.84090909090909
Zm00001eb356500_T001,7275,43.68384879725086,23.381443298969074,26.281786941580755
Zm00001eb350420_T001,720,66.80555555555556,35.27777777777778,18.055555555555554
Zm00001eb339270_T001,393,49.10941475826972,30.025445292620866,24.681933842239186
Zm00001eb335080_T003,756,69.17989417989418,29.100529100529098,12.962962962962962
Zm00001eb336850_T001,768,51.041666666666664,26.171875,23.046875
Zm00001eb353070_T001,639,59.937402190923315,30.985915492957744,21.752738654147105
Zm00001eb364410_T001,1152,64.14930555555556,32.55208333333333,19.270833333333336
Zm00001eb334720_T001,345,45.507246376811594,26.666666666666668,30.72463768115942
Zm00001eb367830_T001,2067,53.26560232220609,26.318335752298015,23.415578132559265
Zm00001eb362420_T001,2739,46.25775830595107,25.812340270171596,27.82037239868565
Zm00001eb349320_T001,1644,60.58394160583942,31.812652068126518,20.62043795620438
Zm00001eb365560_T003,1215,59.83539094650205,27.325102880658434,19.670781893004115
Zm00001eb349240_T001,1338,44.020926756352765,24.738415545590435,28.699551569506728
Zm00001eb359510_T001,444,53.82882882882883,24.0990990990991,25.675675675675674
Zm00001eb365150_T001,447,45.19015659955257,28.187919463087248,29.30648769574944
Zm00001eb346860_T001,1074,69.45996275605214,34.45065176908753,16.294227188081937
Zm00001eb358500_T001,1203,53.78221113881961,27.431421446384043,22.61014131338321
Zm00001eb359080_T001,1626,49.07749077490775,24.354243542435423,28.474784747847476
Zm00001eb352140_T001,681,72.83406754772393,40.52863436123348,12.334801762114537
Zm00001eb351920_T001,2490,65.50200803212851,31.00401606425703,15.461847389558233
Zm00001eb364250_T002,960,57.1875,27.708333333333336,20.625
Zm00001eb370990_T002,2739,53.596202993793355,28.87915297553852,22.67250821467689
Zm00001eb336350_T001,792,59.84848484848485,31.439393939393938,20.707070707070706
Zm00001eb364450_T001,498,62.24899598393574,30.72289156626506,21.485943775100402
Zm00001eb340700_T001,978,46.7280163599182,26.482617586912067,26.1758691206544
Zm00001eb332640_T001,894,70.69351230425056,37.8076062639821,17.225950782997764
Zm00001eb366360_T002,873,50.057273768613975,23.940435280641466,25.658648339060708
Zm00001eb339740_T001,297,62.96296296296296,38.04713804713805,18.181818181818183
Zm00001eb360900_T002,702,67.37891737891738,34.18803418803419,21.225071225071225
Zm00001eb358250_T001,954,64.98951781970649,41.509433962264154,20.754716981132077
Zm00001eb336340_T001,354,56.21468926553672,30.7909604519774,19.491525423728813
Zm00001eb363190_T002,441,68.93424036281179,36.507936507936506,16.3265306122449
